<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.09	16:55:00	128175	128240	128095	128190	23476	89486	5
2024.02.09	17:00:00	128190	128225	128030	128060	28330	106257	5
2024.02.09	17:05:00	128060	128075	128000	128070	21282	82620	5
2024.02.09	17:10:00	128070	128155	128060	128125	20919	84940	5
2024.02.09	17:15:00	128130	128175	128105	128135	14067	53184	5
2024.02.09	17:20:00	128130	128170	128105	128130	11791	46475	5
2024.02.09	17:25:00	128125	128215	128115	128205	15919	60725	5
2024.02.09	17:30:00	128205	128210	128050	128100	20922	80427	5
2024.02.09	17:35:00	128100	128110	127955	127965	23456	92147	5
2024.02.09	17:40:00	127970	128015	127915	127955	19461	71307	5
2024.02.09	17:45:00	127950	128045	127945	127970	19193	64704	5
2024.02.09	17:50:00	127970	128015	127935	127995	15133	49415	5
2024.02.09	17:55:00	127995	128040	127920	128030	19335	62821	5
2024.02.09	18:00:00	128035	128270	127985	128185	33706	104955	5
2024.02.09	18:05:00	128180	128205	127970	128020	18004	59904	5
2024.02.09	18:10:00	128020	128080	128000	128040	12059	42405	5
2024.02.09	18:15:00	128040	128080	127915	127950	11377	45864	5
2024.02.09	18:20:00	127945	128060	127920	128060	5554	27394	5
2024.02.14	13:00:00	129420	129675	129150	129625	90791	269541	5
2024.02.14	13:05:00	129630	129770	129400	129510	68634	204763	5
2024.02.14	13:10:00	129510	129655	129380	129480	54126	165131	5
2024.02.14	13:15:00	129480	129570	129315	129530	54360	179838	5
2024.02.14	13:20:00	129530	129635	129385	129600	57374	211556	5
2024.02.14	13:25:00	129605	129670	129360	129445	51539	187698	5
2024.02.14	13:30:00	129440	129690	129435	129680	45912	180216	5
2024.02.14	13:35:00	129680	129745	129570	129670	40302	153617	5
2024.02.14	13:40:00	129670	129675	129470	129580	45619	176057	5
2024.02.14	13:45:00	129580	129675	129520	129620	33397	128472	5
2024.02.14	13:50:00	129620	129660	129440	129440	34271	122451	5
2024.02.14	13:55:00	129440	129515	129355	129400	40225	142911	5
2024.02.14	14:00:00	129395	129410	129135	129145	59463	223039	5
2024.02.14	14:05:00	129140	129260	129080	129185	52227	195677	5
2024.02.14	14:10:00	129190	129305	129050	129150	66917	243114	5
2024.02.14	14:15:00	129155	129290	129135	129255	32670	121038	5
2024.02.14	14:20:00	129260	129275	129105	129205	36108	130670	5
2024.02.14	14:25:00	129205	129225	129065	129170	34746	132685	5
2024.02.14	14:30:00	129175	129235	129130	129135	29935	114616	5
2024.02.14	14:35:00	129135	129185	129030	129060	45727	181259	5
2024.02.14	14:40:00	129055	129130	129035	129045	26691	107571	5
2024.02.14	14:45:00	129050	129145	129005	129115	31434	115942	5
2024.02.14	14:50:00	129110	129225	129100	129200	30392	111545	5
2024.02.14	14:55:00	129195	129250	129115	129115	28321	108519	5
2024.02.14	15:00:00	129110	129215	128945	129200	62876	251353	5
2024.02.14	15:05:00	129195	129210	129020	129025	38821	154511	5
2024.02.14	15:10:00	129030	129095	128880	128900	65326	257852	5
2024.02.14	15:15:00	128905	129010	128895	128920	33881	131500	5
2024.02.14	15:20:00	128915	129045	128910	128915	33908	130588	5
2024.02.14	15:25:00	128920	128990	128860	128945	32095	129994	5
2024.02.14	15:30:00	128945	129090	128905	129070	34245	136582	5
2024.02.14	15:35:00	129070	129155	129045	129065	35012	141302	5
2024.02.14	15:40:00	129060	129105	128950	128965	29879	116084	5
2024.02.14	15:45:00	128965	129060	128935	129030	30833	120633	5
2024.02.14	15:50:00	129030	129060	128910	128940	26636	99736	5
2024.02.14	15:55:00	128935	128950	128765	128930	49608	202261	5
2024.02.14	16:00:00	128930	128940	128825	128875	26359	103119	5
2024.02.14	16:05:00	128870	128965	128830	128930	28276	112535	5
2024.02.14	16:10:00	128925	128960	128825	128830	28016	114014	5
2024.02.14	16:15:00	128825	128955	128810	128840	28348	109844	5
2024.02.14	16:20:00	128835	129060	128835	129045	32178	124876	5
2024.02.14	16:25:00	129045	129130	129035	129120	25463	106112	5
2024.02.14	16:30:00	129120	129130	129010	129080	28688	107138	5
2024.02.14	16:35:00	129080	129170	129040	129110	23473	89168	5
2024.02.14	16:40:00	129110	129130	129055	129070	18955	73333	5
2024.02.14	16:45:00	129070	129080	128920	128945	33923	145137	5
2024.02.14	16:50:00	128945	129050	128940	128970	24436	95421	5
2024.02.14	16:55:00	128970	129005	128875	128915	23972	94001	5
2024.02.14	17:00:00	128915	129035	128915	128960	28822	113173	5
2024.02.14	17:05:00	128955	129055	128955	129020	19983	74098	5
2024.02.14	17:10:00	129015	129025	128900	128925	21329	82258	5
2024.02.14	17:15:00	128925	129045	128915	128975	20881	81648	5
2024.02.14	17:20:00	128975	129120	128950	129105	21352	88568	5
2024.02.14	17:25:00	129105	129175	129030	129035	28029	111511	5
2024.02.14	17:30:00	129030	129055	128925	128960	24239	104018	5
2024.02.14	17:35:00	128960	129025	128935	128980	14987	57099	5
2024.02.14	17:40:00	128975	129065	128965	129040	17796	66851	5
2024.02.14	17:45:00	129040	129095	128980	129040	19920	74790	5
2024.02.14	17:50:00	129040	129070	128970	128995	14739	57703	5
2024.02.14	17:55:00	128995	129115	128995	129090	15713	57552	5
2024.02.14	18:00:00	129090	129140	129050	129125	14259	49833	5
2024.02.14	18:05:00	129120	129135	129060	129095	10013	39596	5
2024.02.14	18:10:00	129095	129165	129065	129155	10025	35147	5
2024.02.14	18:15:00	129155	129225	129135	129180	10186	45290	5
2024.02.14	18:20:00	129175	129200	129150	129200	4675	27701	5
2024.02.15	09:00:00	129465	129660	129385	129410	76409	224904	5
2024.02.15	09:05:00	129415	129500	129375	129420	36226	110440	5
2024.02.15	09:10:00	129415	129565	129405	129480	39768	137675	5
2024.02.15	09:15:00	129485	129545	129395	129410	32879	110642	5
2024.02.15	09:20:00	129405	129465	129365	129430	36351	127699	5
2024.02.15	09:25:00	129430	129560	129420	129550	28866	98601	5
2024.02.15	09:30:00	129555	129620	129525	129615	35655	123528	5
2024.02.15	09:35:00	129615	129640	129555	129590	26430	93730	5
2024.02.15	09:40:00	129585	129635	129580	129615	13839	47023	5
2024.02.15	09:45:00	129620	129680	129605	129655	32454	113762	5
2024.02.15	09:50:00	129660	129700	129625	129690	23109	78219	5
2024.02.15	09:55:00	129690	129745	129655	129670	37830	138345	5
2024.02.15	10:00:00	129665	129705	129480	129505	60107	213725	5
2024.02.15	10:05:00	129510	129530	129355	129390	65057	242433	5
2024.02.15	10:10:00	129390	129500	129350	129415	58635	202526	5
2024.02.15	10:15:00	129420	129550	129375	129460	59171	222037	5
2024.02.15	10:20:00	129460	129495	129305	129315	54199	188795	5
2024.02.15	10:25:00	129315	129380	129250	129270	41699	163770	5
2024.02.15	10:30:00	129275	129585	129250	129495	115330	451567	5
2024.02.15	10:35:00	129490	129615	129465	129570	60368	224617	5
2024.02.15	10:40:00	129570	129600	129400	129490	66399	246092	5
2024.02.15	10:45:00	129490	129535	129130	129170	95800	356541	5
2024.02.15	10:50:00	129170	129235	129125	129210	53030	200314	5
2024.02.15	10:55:00	129215	129300	129180	129280	54991	207943	5
2024.02.15	11:00:00	129280	129310	129155	129180	48305	181920	5
2024.02.15	11:05:00	129180	129185	129010	129040	65991	243123	5
2024.02.15	11:10:00	129040	129095	128985	129030	46758	171967	5
2024.02.15	11:15:00	129030	129210	129015	129150	57264	206021	5
2024.02.15	11:20:00	129150	129215	129065	129080	42817	159982	5
2024.02.15	11:25:00	129075	129180	129005	129125	55604	198199	5
2024.02.15	11:30:00	129125	129380	129095	129365	82793	304440	5
2024.02.15	11:35:00	129370	129565	129320	129490	84715	309543	5
2024.02.15	11:40:00	129490	129615	129425	129510	68419	241285	5
2024.02.15	11:45:00	129510	129555	129390	129395	47111	169633	5
2024.02.15	11:50:00	129400	129550	129365	129410	71364	280945	5
2024.02.15	11:55:00	129410	129535	129320	129355	54576	187749	5
2024.02.15	12:00:00	129355	129420	129285	129330	52289	192714	5
2024.02.15	12:05:00	129325	129415	129220	129400	54580	196224	5
2024.02.15	12:10:00	129405	129445	129315	129420	40436	152878	5
2024.02.15	12:15:00	129420	129465	129345	129395	39981	153466	5
2024.02.15	12:20:00	129400	129415	129245	129260	40441	156295	5
2024.02.15	12:25:00	129265	129290	129160	129285	50265	189194	5
2024.02.15	12:30:00	129285	129410	129285	129350	51604	196887	5
2024.02.15	12:35:00	129345	129540	129310	129535	47641	181704	5
2024.02.15	12:40:00	129535	129570	129435	129505	42324	165220	5
2024.02.15	12:45:00	129500	129570	129475	129545	26651	104752	5
2024.02.15	12:50:00	129540	129585	129490	129575	22332	83667	5
2024.02.15	12:55:00	129575	129625	129500	129505	31535	119076	5
2024.02.15	13:00:00	129500	129520	129365	129405	42670	161090	5
2024.02.15	13:05:00	129405	129480	129240	129255	52397	207042	5
2024.02.15	13:10:00	129255	129375	129230	129300	35719	126503	5
2024.02.15	13:15:00	129305	129390	129265	129330	24919	90691	5
2024.02.15	13:20:00	129330	129420	129305	129370	26557	104013	5
2024.02.15	13:25:00	129370	129415	129305	129305	29128	105275	5
2024.02.15	13:30:00	129310	129365	129215	129230	33237	116703	5
2024.02.15	13:35:00	129230	129415	129230	129395	33776	119296	5
2024.02.15	13:40:00	129390	129445	129310	129335	27264	100309	5
2024.02.15	13:45:00	129335	129445	129325	129340	27244	100402	5
2024.02.15	13:50:00	129335	129385	129265	129380	34179	128512	5
2024.02.15	13:55:00	129380	129390	129280	129350	23695	87449	5
2024.02.15	14:00:00	129355	129470	129335	129455	26405	97849	5
2024.02.15	14:05:00	129455	129510	129420	129480	29322	109337	5
2024.02.15	14:10:00	129485	129535	129480	129505	19344	74064	5
2024.02.15	14:15:00	129510	129590	129475	129565	26577	103626	5
2024.02.15	14:20:00	129560	129635	129520	129605	28269	110063	5
2024.02.15	14:25:00	129610	129730	129565	129685	40046	164616	5
2024.02.15	14:30:00	129685	129700	129625	129665	25459	94590	5
2024.02.15	14:35:00	129665	129725	129660	129695	16892	65360	5
2024.02.15	14:40:00	129695	129765	129600	129735	44113	170453	5
2024.02.15	14:45:00	129735	129755	129625	129660	29266	108491	5
2024.02.15	14:50:00	129665	129725	129615	129625	28586	107774	5
2024.02.15	14:55:00	129625	129655	129540	129550	38193	142340	5
2024.02.15	15:00:00	129545	129620	129525	129595	28525	106675	5
2024.02.15	15:05:00	129595	129700	129570	129645	38278	149185	5
2024.02.15	15:10:00	129640	129750	129620	129715	36983	143252	5
2024.02.15	15:15:00	129715	129745	129660	129690	22486	85231	5
2024.02.15	15:20:00	129685	129790	129680	129775	28707	111387	5
2024.02.15	15:25:00	129770	129835	129740	129830	27768	110610	5
2024.02.15	15:30:00	129830	129870	129675	129695	46471	179145	5
2024.02.15	15:35:00	129690	129705	129645	129675	21378	78927	5
2024.02.15	15:40:00	129670	129680	129565	129650	35659	134480	5
2024.02.15	15:45:00	129655	129720	129640	129655	29594	108721	5
2024.02.15	15:50:00	129655	129730	129645	129685	22725	86916	5
2024.02.15	15:55:00	129690	129765	129690	129740	20950	77638	5
2024.02.15	16:00:00	129740	129815	129735	129795	25631	96389	5
2024.02.15	16:05:00	129795	129800	129720	129725	25549	91401	5
2024.02.15	16:10:00	129730	129740	129615	129650	36212	136465	5
2024.02.15	16:15:00	129650	129785	129635	129770	31317	117611	5
2024.02.15	16:20:00	129770	129865	129745	129855	28918	113466	5
2024.02.15	16:25:00	129855	129890	129780	129860	32269	120434	5
2024.02.15	16:30:00	129860	129875	129790	129845	22530	83031	5
2024.02.15	16:35:00	129845	129925	129840	129850	28717	113680	5
2024.02.15	16:40:00	129855	129905	129820	129875	24461	92098	5
2024.02.15	16:45:00	129870	129885	129815	129835	17042	66577	5
2024.02.15	16:50:00	129830	129925	129780	129895	31996	119689	5
2024.02.15	16:55:00	129900	129905	129770	129820	27206	108279	5
2024.02.15	17:00:00	129820	129830	129750	129800	20723	79375	5
2024.02.15	17:05:00	129800	129825	129740	129775	18870	69432	5
2024.02.15	17:10:00	129770	129875	129770	129850	21735	80237	5
2024.02.15	17:15:00	129845	129890	129825	129875	17437	68150	5
2024.02.15	17:20:00	129880	129910	129785	129800	22580	85638	5
2024.02.15	17:25:00	129800	129860	129800	129820	14774	58669	5
2024.02.15	17:30:00	129815	129855	129780	129830	14210	55530	5
2024.02.15	17:35:00	129830	129855	129790	129825	11381	47037	5
2024.02.15	17:40:00	129825	129825	129740	129785	17631	74453	5
2024.02.15	17:45:00	129790	129830	129755	129780	16538	66945	5
2024.02.15	17:50:00	129780	129855	129780	129840	15716	67852	5
2024.02.15	17:55:00	129835	129885	129800	129860	16664	66489	5
2024.02.15	18:00:00	129860	129895	129830	129870	9430	35611	5
2024.02.15	18:05:00	129875	129895	129815	129835	9149	40137	5
2024.02.15	18:10:00	129840	129850	129775	129820	11157	47486	5
2024.02.15	18:15:00	129820	129855	129780	129785	7387	36831	5
2024.02.15	18:20:00	129785	129900	129735	129900	5670	39538	5
2024.02.16	09:00:00	130180	130295	130085	130120	68384	213187	5
2024.02.16	09:05:00	130120	130225	130090	130205	39581	126920	5
2024.02.16	09:10:00	130200	130300	130160	130295	34591	125863	5
2024.02.16	09:15:00	130300	130395	130290	130335	39572	147052	5
2024.02.16	09:20:00	130340	130395	130265	130395	40864	149591	5
2024.02.16	09:25:00	130395	130485	130365	130400	47940	179450	5
2024.02.16	09:30:00	130400	130455	130380	130435	24916	86335	5
2024.02.16	09:35:00	130440	130445	130335	130370	29298	99143	5
2024.02.16	09:40:00	130375	130425	130340	130385	26489	93745	5
2024.02.16	09:45:00	130385	130480	130375	130410	34325	118532	5
2024.02.16	09:50:00	130410	130475	130380	130460	23199	84763	5
2024.02.16	09:55:00	130455	130470	130385	130400	19571	73823	5
2024.02.16	10:00:00	130400	130610	130375	130590	77272	301227	5
2024.02.16	10:05:00	130590	130685	130550	130645	57737	233432	5
2024.02.16	10:10:00	130650	130670	130425	130515	67630	250228	5
2024.02.16	10:15:00	130515	130575	130405	130575	67883	256550	5
2024.02.16	10:20:00	130575	130755	130550	130740	84170	298534	5
2024.02.16	10:25:00	130740	130860	130685	130715	60580	226038	5
2024.02.16	10:30:00	130715	130740	130240	130345	135543	522865	5
2024.02.16	10:35:00	130340	130355	130030	130080	110620	464988	5
2024.02.16	10:40:00	130075	130130	129820	129850	101302	449572	5
2024.02.16	10:45:00	129855	129890	129690	129715	79870	335200	5
2024.02.16	10:50:00	129710	129860	129700	129805	49248	205858	5
2024.02.16	10:55:00	129810	130065	129720	130050	80390	328558	5
2024.02.16	11:00:00	130045	130345	130030	130280	84529	354464	5
2024.02.16	11:05:00	130280	130315	130140	130225	62214	265572	5
2024.02.16	11:10:00	130225	130250	130060	130100	44424	173009	5
2024.02.16	11:15:00	130105	130155	130010	130040	41178	154124	5
2024.02.16	11:20:00	130035	130190	130025	130150	43503	158865	5
2024.02.16	11:25:00	130150	130205	130090	130175	36547	143761	5
2024.02.16	11:30:00	130170	130360	130120	130160	82856	307784	5
2024.02.16	11:35:00	130165	130195	129975	130040	73920	275765	5
2024.02.16	11:40:00	130040	130200	130025	130185	44113	160758	5
2024.02.16	11:45:00	130180	130325	130145	130320	46443	169546	5
2024.02.16	11:50:00	130320	130380	130230	130285	55316	211446	5
2024.02.16	11:55:00	130285	130345	130030	130085	61866	228616	5
2024.02.16	12:00:00	130085	130385	130050	130370	54902	217751	5
2024.02.16	12:05:00	130370	130615	130370	130600	65348	251875	5
2024.02.16	12:10:00	130600	130790	130535	130750	60028	237835	5
2024.02.16	12:15:00	130750	130785	130700	130740	32187	125700	5
2024.02.16	12:20:00	130735	130840	130665	130760	48721	189224	5
2024.02.16	12:25:00	130755	130850	130735	130745	32383	124449	5
2024.02.16	12:30:00	130750	130755	130590	130680	45559	172282	5
2024.02.16	12:35:00	130685	130740	130610	130695	32462	120184	5
2024.02.16	12:40:00	130695	130765	130610	130680	34773	122921	5
2024.02.16	12:45:00	130680	130730	130640	130660	19903	73426	5
2024.02.16	12:50:00	130660	130725	130600	130630	29164	107045	5
2024.02.16	12:55:00	130630	130635	130555	130610	28720	108374	5
2024.02.16	13:00:00	130610	130675	130570	130595	29399	105770	5
2024.02.16	13:05:00	130590	130600	130520	130530	20510	72280	5
2024.02.16	13:10:00	130530	130580	130515	130555	19878	75670	5
2024.02.16	13:15:00	130555	130590	130485	130505	23057	84091	5
2024.02.16	13:20:00	130505	130560	130415	130465	31611	127248	5
2024.02.16	13:25:00	130465	130515	130425	130500	19170	67941	5
2024.02.16	13:30:00	130495	130515	130435	130505	21258	75651	5
2024.02.16	13:35:00	130500	130540	130435	130485	26671	97444	5
2024.02.16	13:40:00	130485	130530	130450	130495	20619	82193	5
2024.02.16	13:45:00	130500	130525	130390	130420	25561	95206	5
2024.02.16	13:50:00	130420	130455	130365	130380	23996	95672	5
2024.02.16	13:55:00	130375	130445	130335	130380	30994	121609	5
2024.02.16	14:00:00	130385	130430	130325	130380	25857	93596	5
2024.02.16	14:05:00	130380	130430	130330	130395	23235	85440	5
2024.02.16	14:10:00	130390	130435	130340	130410	20511	73721	5
2024.02.16	14:15:00	130415	130415	130300	130325	28973	108255	5
2024.02.16	14:20:00	130325	130475	130310	130465	33493	123532	5
2024.02.16	14:25:00	130465	130525	130445	130515	25428	96961	5
2024.02.16	14:30:00	130520	130540	130485	130520	17895	66643	5
2024.02.16	14:35:00	130520	130545	130475	130530	19854	70838	5
2024.02.16	14:40:00	130535	130545	130485	130535	14334	55872	5
2024.02.16	14:45:00	130540	130585	130515	130550	21999	86580	5
2024.02.16	14:50:00	130550	130715	130515	130695	37539	158944	5
2024.02.16	14:55:00	130695	130755	130675	130750	29437	119664	5
2024.02.16	15:00:00	130750	130815	130665	130705	43153	165653	5
2024.02.16	15:05:00	130705	130735	130625	130720	35643	139307	5
2024.02.16	15:10:00	130720	130720	130610	130670	29305	113791	5
2024.02.16	15:15:00	130670	130775	130665	130765	25742	99034	5
2024.02.16	15:20:00	130765	131025	130755	130995	56040	233955	5
2024.02.16	15:25:00	130995	131040	130935	131005	31026	135233	5
2024.02.16	15:30:00	131005	131045	130920	130945	32060	131380	5
2024.02.16	15:35:00	130945	131015	130920	130940	26604	107775	5
2024.02.16	15:40:00	130940	130995	130890	130945	28706	111912	5
2024.02.16	15:45:00	130945	130965	130890	130940	21715	90504	5
2024.02.16	15:50:00	130940	130975	130920	130935	15134	55737	5
2024.02.16	15:55:00	130935	131010	130920	130965	25451	99352	5
2024.02.16	16:00:00	130965	131040	130965	131005	21703	81887	5
2024.02.16	16:05:00	131010	131095	131005	131045	26107	105141	5
2024.02.16	16:10:00	131045	131080	130990	130995	19005	71887	5
2024.02.16	16:15:00	131000	131105	130985	131075	23161	89158	5
2024.02.16	16:20:00	131070	131140	131050	131130	19587	78058	5
2024.02.16	16:25:00	131130	131155	131065	131105	21899	89629	5
2024.02.16	16:30:00	131110	131125	131045	131105	18962	78441	5
2024.02.16	16:35:00	131100	131165	131085	131120	22561	93135	5
2024.02.16	16:40:00	131120	131155	131110	131140	10814	43688	5
2024.02.16	16:45:00	131145	131145	130915	130985	57230	228799	5
2024.02.16	16:50:00	130985	130995	130910	130955	31770	122519	5
2024.02.16	16:55:00	130945	130970	130870	130970	28248	114881	5
2024.02.16	17:00:00	130970	130970	130825	130875	32210	129579	5
2024.02.16	17:05:00	130870	130920	130860	130890	14732	52445	5
2024.02.16	17:10:00	130885	130900	130815	130860	21989	85560	5
2024.02.16	17:15:00	130860	130945	130840	130915	22112	85697	5
2024.02.16	17:20:00	130915	131020	130885	130990	25925	100719	5
2024.02.16	17:25:00	130990	131030	130970	130995	18277	68588	5
2024.02.16	17:30:00	130995	131040	130940	130985	19837	77859	5
2024.02.16	17:35:00	130985	130995	130920	130945	13398	52439	5
2024.02.16	17:40:00	130940	130950	130855	130900	22575	94729	5
2024.02.16	17:45:00	130905	130940	130785	130790	23701	85692	5
2024.02.16	17:50:00	130790	130885	130770	130850	23971	98289	5
2024.02.16	17:55:00	130850	130875	130805	130805	13806	49444	5
2024.02.16	18:00:00	130810	130865	130765	130785	12367	47702	5
2024.02.16	18:05:00	130780	130825	130765	130790	8915	36768	5
2024.02.16	18:10:00	130795	130860	130750	130840	13555	64281	5
2024.02.16	18:15:00	130850	130865	130790	130835	7865	38034	5
2024.02.16	18:20:00	130825	130840	130750	130830	5205	33166	5
2024.02.19	09:00:00	130465	130575	130375	130465	67635	174730	5
2024.02.19	09:05:00	130465	130525	130415	130480	23106	75333	5
2024.02.19	09:10:00	130485	130485	130400	130420	14707	50590	5
2024.02.19	09:15:00	130425	130425	130385	130415	13202	44518	5
2024.02.19	09:20:00	130415	130480	130400	130450	18717	65520	5
2024.02.19	09:25:00	130445	130450	130355	130430	28119	96915	5
2024.02.19	09:30:00	130430	130495	130390	130495	26236	93074	5
2024.02.19	09:35:00	130495	130495	130435	130460	16061	54769	5
2024.02.19	09:40:00	130460	130470	130415	130440	12049	43946	5
2024.02.19	09:45:00	130445	130455	130400	130400	10487	36214	5
2024.02.19	09:50:00	130400	130430	130360	130420	27402	107946	5
2024.02.19	09:55:00	130425	130425	130300	130320	30801	115521	5
2024.02.19	10:00:00	130320	130380	130265	130310	50025	190159	5
2024.02.19	10:05:00	130310	130350	130250	130285	40634	149491	5
2024.02.19	10:10:00	130285	130380	130280	130315	31663	120732	5
2024.02.19	10:15:00	130310	130355	130265	130325	32934	124630	5
2024.02.19	10:20:00	130325	130445	130305	130310	58639	218750	5
2024.02.19	10:25:00	130310	130375	130215	130225	63101	235243	5
2024.02.19	10:30:00	130220	130280	130180	130240	47840	183459	5
2024.02.19	10:35:00	130235	130270	130130	130170	44479	182063	5
2024.02.19	10:40:00	130170	130175	130110	130140	22025	87008	5
2024.02.19	10:45:00	130135	130200	130095	130145	36959	140169	5
2024.02.19	10:50:00	130140	130180	130085	130170	26275	95339	5
2024.02.19	10:55:00	130170	130275	130145	130255	39728	147639	5
2024.02.19	11:00:00	130255	130300	130195	130295	43401	163798	5
2024.02.19	11:05:00	130295	130305	130135	130180	51240	190540	5
2024.02.19	11:10:00	130185	130260	130120	130235	41366	155791	5
2024.02.19	11:15:00	130235	130305	130205	130285	28134	110681	5
2024.02.19	11:20:00	130290	130480	130265	130440	73853	295814	5
2024.02.19	11:25:00	130440	130520	130385	130425	51729	201749	5
2024.02.19	11:30:00	130430	130540	130420	130510	33368	133830	5
2024.02.19	11:35:00	130515	130535	130400	130410	37823	148887	5
2024.02.19	11:40:00	130410	130495	130340	130410	64417	236458	5
2024.02.19	11:45:00	130405	130415	130315	130320	36341	135122	5
2024.02.19	11:50:00	130320	130425	130265	130425	52930	193886	5
2024.02.19	11:55:00	130425	130490	130380	130445	45546	171287	5
2024.02.19	12:00:00	130445	130595	130440	130565	59257	238407	5
2024.02.19	12:05:00	130565	130570	130420	130525	40432	151102	5
2024.02.19	12:10:00	130530	130535	130390	130485	34206	130145	5
2024.02.19	12:15:00	130485	130575	130425	130560	30278	114778	5
2024.02.19	12:20:00	130560	130590	130500	130545	28030	115086	5
2024.02.19	12:25:00	130545	130570	130475	130485	23987	98110	5
2024.02.19	12:30:00	130480	130485	130355	130375	35919	138635	5
2024.02.19	12:35:00	130375	130510	130365	130470	35494	146872	5
2024.02.19	12:40:00	130465	130530	130450	130510	23389	100364	5
2024.02.19	12:45:00	130515	130570	130470	130500	26082	103144	5
2024.02.19	12:50:00	130495	130540	130450	130490	18426	74408	5
2024.02.19	12:55:00	130490	130525	130465	130485	12080	48307	5
2024.02.19	13:00:00	130490	130620	130465	130575	29941	120304	5
2024.02.19	13:05:00	130575	130615	130495	130610	25247	97034	5
2024.02.19	13:10:00	130610	130650	130565	130605	28480	118213	5
2024.02.19	13:15:00	130605	130610	130535	130600	20568	83246	5
2024.02.19	13:20:00	130600	130645	130575	130635	17121	73231	5
2024.02.19	13:25:00	130640	130715	130625	130700	25540	102117	5
2024.02.19	13:30:00	130700	130705	130580	130625	29830	118283	5
2024.02.19	13:35:00	130625	130680	130605	130630	16894	62906	5
2024.02.19	13:40:00	130630	130655	130595	130630	11802	46974	5
2024.02.19	13:45:00	130630	130690	130625	130645	16471	61474	5
2024.02.19	13:50:00	130645	130725	130620	130690	18856	75349	5
2024.02.19	13:55:00	130690	130725	130655	130715	14530	56307	5
2024.02.19	14:00:00	130710	130745	130660	130720	17264	69042	5
2024.02.19	14:05:00	130720	130735	130655	130655	14528	56495	5
2024.02.19	14:10:00	130655	130705	130650	130695	12398	52500	5
2024.02.19	14:15:00	130695	130725	130605	130615	25621	99542	5
2024.02.19	14:20:00	130615	130660	130530	130655	42542	163240	5
2024.02.19	14:25:00	130650	130725	130650	130720	24559	98599	5
2024.02.19	14:30:00	130725	130760	130700	130740	19044	75024	5
2024.02.19	14:35:00	130745	130775	130715	130760	16019	61760	5
2024.02.19	14:40:00	130760	130770	130710	130745	13156	55081	5
2024.02.19	14:45:00	130745	130770	130715	130745	10559	43052	5
2024.02.19	14:50:00	130745	130760	130725	130760	6692	26140	5
2024.02.19	14:55:00	130760	130760	130735	130745	5750	21775	5
2024.02.19	15:00:00	130740	130795	130720	130770	17375	68320	5
2024.02.19	15:05:00	130770	130790	130760	130765	8815	39279	5
2024.02.19	15:10:00	130770	130800	130740	130775	15238	60404	5
2024.02.19	15:15:00	130770	130785	130700	130725	18653	75998	5
2024.02.19	15:20:00	130720	130750	130675	130725	22214	85928	5
2024.02.19	15:25:00	130725	130735	130690	130735	9409	37748	5
2024.02.19	15:30:00	130730	130735	130660	130685	17777	72382	5
2024.02.19	15:35:00	130685	130705	130650	130675	12081	45295	5
2024.02.19	15:40:00	130675	130715	130650	130695	13365	48967	5
2024.02.19	15:45:00	130690	130700	130620	130640	16459	61365	5
2024.02.19	15:50:00	130635	130680	130630	130635	11130	41506	5
2024.02.19	15:55:00	130630	130670	130625	130670	7877	29654	5
2024.02.19	16:00:00	130665	130730	130660	130695	22125	85684	5
2024.02.19	16:05:00	130690	130725	130660	130675	11657	42232	5
2024.02.19	16:10:00	130675	130730	130640	130685	21012	79851	5
2024.02.19	16:15:00	130680	130690	130650	130685	9193	33149	5
2024.02.19	16:20:00	130685	130720	130660	130675	12240	44884	5
2024.02.19	16:25:00	130675	130700	130665	130695	7031	24907	5
2024.02.19	16:30:00	130690	130765	130680	130735	16204	58456	5
2024.02.19	16:35:00	130740	130775	130720	130735	12116	44679	5
2024.02.19	16:40:00	130735	130775	130730	130740	8847	30358	5
2024.02.19	16:45:00	130745	130770	130720	130750	9800	37030	5
2024.02.19	16:50:00	130745	130765	130725	130735	7808	28881	5
2024.02.19	16:55:00	130735	130760	130705	130740	10727	41565	5
2024.02.19	17:00:00	130740	130770	130720	130745	9099	31142	5
2024.02.19	17:05:00	130745	130755	130685	130735	15861	59477	5
2024.02.19	17:10:00	130735	130885	130730	130840	26856	106957	5
2024.02.19	17:15:00	130840	130880	130815	130850	12320	48647	5
2024.02.19	17:20:00	130855	130945	130845	130910	16569	67695	5
2024.02.19	17:25:00	130910	130925	130890	130920	8759	33421	5
2024.02.19	17:30:00	130915	130920	130885	130905	7281	27434	5
2024.02.19	17:35:00	130910	130935	130885	130910	9492	36713	5
2024.02.19	17:40:00	130910	130940	130865	130915	14349	52471	5
2024.02.19	17:45:00	130915	130935	130885	130925	9045	31768	5
2024.02.19	17:50:00	130930	130930	130890	130910	8469	33000	5
2024.02.19	17:55:00	130905	130970	130895	130915	13199	48968	5
2024.02.19	18:00:00	130920	130960	130920	130940	7070	29090	5
2024.02.19	18:05:00	130945	131030	130935	131005	12907	62661	5
2024.02.19	18:10:00	131005	131010	130960	131000	7939	37845	5
2024.02.19	18:15:00	131005	131060	130980	130990	11413	63173	5
2024.02.19	18:20:00	130990	131065	130975	131035	5163	36348	5
