<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.11	11:00:00	121130	121750	121110	121485	776838	2820666	5
2024.06.11	12:00:00	121485	121645	121335	121625	392503	1558630	5
2024.06.11	13:00:00	121625	121635	121320	121455	356305	1387234	5
2024.06.11	14:00:00	121455	121700	121300	121540	400457	1557627	5
2024.06.11	15:00:00	121545	121815	121455	121795	387444	1548390	5
2024.06.11	16:00:00	121795	121860	121645	121720	282496	1020791	5
2024.06.11	17:00:00	121720	121780	121625	121725	137351	464842	5
2024.06.11	18:00:00	121725	121880	121660	121700	60303	167104	5
2024.06.12	09:00:00	123500	124730	122550	124360	1122414	3263084	5
2024.06.12	10:00:00	124360	124465	121820	122020	1345856	4763860	5
2024.06.12	11:00:00	122020	122400	121705	122060	731225	2686789	5
2024.06.12	12:00:00	122065	122255	121825	122150	374917	1397924	5
2024.06.12	13:00:00	122150	122540	121985	122320	381104	1443750	5
2024.06.12	14:00:00	122325	122465	122065	122385	386467	1521707	5
2024.06.12	15:00:00	122380	122390	121325	121705	882149	3185505	5
2024.06.12	16:00:00	121705	122025	121565	121890	560478	2105207	5
2024.06.12	17:00:00	121885	121990	121535	121580	200430	784047	5
2024.06.12	18:00:00	121580	121655	121460	121630	55475	149082	5
2024.06.13	09:00:00	121830	122260	121305	121705	980929	3043729	5
2024.06.13	10:00:00	121700	122140	121445	121505	1170601	3883087	5
2024.06.13	11:00:00	121505	121645	121070	121280	742554	2633565	5
2024.06.13	12:00:00	121280	122050	121025	121755	837057	3174403	5
2024.06.13	13:00:00	121760	121970	121555	121865	491494	1841330	5
2024.06.13	14:00:00	121865	121995	121630	121780	361649	1317248	5
2024.06.13	15:00:00	121780	121940	121665	121825	340582	1280731	5
2024.06.13	16:00:00	121825	121885	121570	121580	250076	972327	5
2024.06.13	17:00:00	121580	121645	121320	121385	184522	727978	5
2024.06.13	18:00:00	121380	121510	121345	121395	36413	102900	5
2024.06.14	09:00:00	121300	121650	120915	121290	799562	2476496	5
2024.06.14	10:00:00	121295	121365	120590	120765	1056346	3707384	5
2024.06.14	11:00:00	120760	121585	120600	121570	776081	2744643	5
2024.06.14	12:00:00	121565	122120	121495	121700	657236	2431238	5
2024.06.14	13:00:00	121700	121795	121530	121550	297717	1040128	5
2024.06.14	14:00:00	121555	121665	121030	121115	457524	1682677	5
2024.06.14	15:00:00	121110	121630	121015	121435	434114	1655126	5
2024.06.14	16:00:00	121440	121600	121375	121535	261612	1005869	5
2024.06.14	17:00:00	121530	121570	121400	121525	115337	434878	5
2024.06.14	18:00:00	121525	121615	121445	121615	34429	90308	5
2024.06.17	09:00:00	121500	121910	120885	120980	674639	2046094	5
2024.06.17	10:00:00	120980	121215	120570	120810	1026796	3570125	5
2024.06.17	11:00:00	120810	120825	120455	120575	602893	2123330	5
2024.06.17	12:00:00	120575	120955	120395	120865	468524	1730718	5
2024.06.17	13:00:00	120865	121410	120840	121405	474981	1864817	5
2024.06.17	14:00:00	121400	121465	121030	121105	373144	1507668	5
2024.06.17	15:00:00	121100	121280	121000	121155	369256	1483548	5
2024.06.17	16:00:00	121155	121185	120860	120900	327095	1350843	5
2024.06.17	17:00:00	120900	120965	120750	120845	154083	630614	5
2024.06.17	18:00:00	120840	120975	120805	120870	55089	147507	5
2024.06.18	09:00:00	120550	120850	120275	120725	811624	2585453	5
2024.06.18	10:00:00	120730	121845	120580	121780	1245315	4329836	5
2024.06.18	11:00:00	121780	121835	121185	121395	758061	2654104	5
2024.06.18	12:00:00	121400	121535	121225	121330	375030	1290169	5
2024.06.18	13:00:00	121325	121620	121280	121525	306757	1071571	5
2024.06.18	14:00:00	121525	121795	121445	121515	447836	1675415	5
2024.06.18	15:00:00	121515	121650	121290	121330	438647	1633682	5
2024.06.18	16:00:00	121330	121380	121015	121340	382767	1492616	5
2024.06.18	17:00:00	121335	121480	121235	121440	142016	574252	5
2024.06.18	18:00:00	121435	121525	121365	121440	43613	123247	5
2024.06.19	09:00:00	121500	121605	121130	121205	618436	1928304	5
2024.06.19	10:00:00	121205	121215	120670	120700	939193	3311565	5
2024.06.19	11:00:00	120705	120985	120650	120900	649289	2210947	5
2024.06.19	12:00:00	120900	121450	120790	121210	442716	1591994	5
2024.06.19	13:00:00	121210	121480	121125	121420	374880	1306981	5
2024.06.19	14:00:00	121420	121550	121185	121355	381844	1359592	5
2024.06.19	15:00:00	121355	121800	121330	121740	345126	1196873	5
2024.06.19	16:00:00	121745	122180	121635	122015	392093	1400255	5
2024.06.19	17:00:00	122015	122170	121895	122100	213075	729678	5
2024.06.19	18:00:00	122100	122750	122075	122750	86196	214845	5
2024.06.20	09:00:00	123270	123395	122860	122875	843447	2720828	5
2024.06.20	10:00:00	122875	123360	122540	123225	1111860	3865172	5
2024.06.20	11:00:00	123220	123335	122360	122575	845202	3138677	5
2024.06.20	12:00:00	122575	122595	122060	122155	573012	2146750	5
2024.06.20	13:00:00	122155	122205	121770	121965	543471	2015697	5
2024.06.20	14:00:00	121960	122270	121880	122100	547768	1956118	5
2024.06.20	15:00:00	122105	122590	122075	122475	425444	1522468	5
2024.06.20	16:00:00	122475	122560	122060	122215	442553	1651440	5
2024.06.20	17:00:00	122210	122255	122090	122140	159535	606967	5
2024.06.20	18:00:00	122140	122190	122005	122090	65676	182958	5
2024.06.21	09:00:00	122100	122310	121835	121900	711901	2344483	5
2024.06.21	10:00:00	121900	123040	121700	122960	1104415	4047750	5
2024.06.21	11:00:00	122955	123125	122705	122845	706605	2689571	5
2024.06.21	12:00:00	122845	123010	122590	122640	454210	1701067	5
2024.06.21	13:00:00	122640	123020	122560	122910	321475	1224134	5
2024.06.21	14:00:00	122905	122970	122710	122745	323359	1256576	5
2024.06.21	15:00:00	122750	123095	122665	123040	422321	1630239	5
2024.06.21	16:00:00	123040	123220	123020	123175	311624	1208889	5
2024.06.21	17:00:00	123170	123205	123030	123195	142063	584867	5
2024.06.21	18:00:00	123195	123250	123115	123190	45563	124361	5
2024.06.24	09:00:00	123090	123310	122820	123240	661601	2042805	5
2024.06.24	10:00:00	123240	124490	123200	124365	1051183	3880875	5
2024.06.24	11:00:00	124360	124445	124150	124260	526890	1946161	5
2024.06.24	12:00:00	124265	124305	123995	124150	396721	1535105	5
2024.06.24	13:00:00	124145	124310	124015	124155	379302	1471840	5
2024.06.24	14:00:00	124155	124335	124055	124200	359406	1349558	5
2024.06.24	15:00:00	124205	124285	124040	124120	293987	1106346	5
2024.06.24	16:00:00	124125	124350	124060	124235	321130	1263106	5
2024.06.24	17:00:00	124235	124340	124160	124300	140492	548379	5
2024.06.24	18:00:00	124305	124450	124255	124340	62489	167381	5
2024.06.25	09:00:00	124035	124255	123885	123975	673348	2167118	5
2024.06.25	10:00:00	123980	124410	123765	124005	1078153	3818098	5
2024.06.25	11:00:00	124005	124145	123690	123885	670232	2370258	5
2024.06.25	12:00:00	123890	123910	123520	123625	508843	1852039	5
2024.06.25	13:00:00	123625	123810	123550	123770	333796	1235105	5
2024.06.25	14:00:00	123770	124110	123650	123995	482277	1865060	5
2024.06.25	15:00:00	123990	124080	123845	123925	276233	1007730	5
2024.06.25	16:00:00	123925	123960	123765	123810	245161	965827	5
2024.06.25	17:00:00	123810	124000	123805	123965	128275	530309	5
2024.06.25	18:00:00	123965	124095	123935	124095	44651	123864	5
2024.06.26	09:00:00	124150	124225	123215	123260	879671	2962107	5
2024.06.26	10:00:00	123255	123490	122860	123120	986848	3438436	5
2024.06.26	11:00:00	123120	123515	123080	123200	693084	2465185	5
2024.06.26	12:00:00	123205	123585	123095	123560	478114	1733804	5
2024.06.26	13:00:00	123555	123960	123540	123865	453325	1727639	5
2024.06.26	14:00:00	123860	123995	123720	123930	374636	1417395	5
2024.06.26	15:00:00	123935	124200	123685	123695	420764	1648881	5
2024.06.26	16:00:00	123700	124350	123650	124255	383843	1510444	5
2024.06.26	17:00:00	124250	124305	124100	124265	195367	779854	5
2024.06.26	18:00:00	124265	124370	124200	124370	40477	133006	5
2024.06.27	09:00:00	124050	125130	124050	124725	822717	2759397	5
2024.06.27	10:00:00	124725	125315	124570	125250	1009903	3689091	5
2024.06.27	11:00:00	125245	125345	124550	124580	702356	2761037	5
2024.06.27	12:00:00	124580	125120	124460	125085	520245	2021554	5
2024.06.27	13:00:00	125085	125120	124845	124940	314353	1196176	5
2024.06.27	14:00:00	124945	125375	124715	125335	469290	1802380	5
2024.06.27	15:00:00	125330	125805	125135	125755	469273	1798591	5
2024.06.27	16:00:00	125750	125825	125590	125780	324139	1331504	5
2024.06.27	17:00:00	125785	125935	125695	125905	159000	682874	5
2024.06.27	18:00:00	125905	126000	125880	125900	49711	133701	5
2024.06.28	09:00:00	125835	126120	125495	125770	780312	2506998	5
2024.06.28	10:00:00	125770	125950	124880	124885	1053152	4038842	5
2024.06.28	11:00:00	124880	125645	124700	125595	823678	3402288	5
2024.06.28	12:00:00	125600	125750	125460	125505	509757	2146500	5
2024.06.28	13:00:00	125510	125550	125155	125355	366984	1485412	5
2024.06.28	14:00:00	125350	125655	125245	125475	321683	1279515	5
2024.06.28	15:00:00	125475	125570	125020	125315	407566	1643680	5
2024.06.28	16:00:00	125320	125460	125085	125450	371406	1539030	5
2024.06.28	17:00:00	125450	125495	125260	125335	156638	646398	5
2024.06.28	18:00:00	125330	125345	125250	125250	29231	76288	5
2024.07.01	09:00:00	125600	126115	125305	125510	818609	2707755	5
2024.07.01	10:00:00	125510	126560	125055	126160	1021719	3892617	5
2024.07.01	11:00:00	126160	126475	125665	126385	871825	3242667	5
2024.07.01	12:00:00	126380	126715	126310	126360	531669	2043091	5
2024.07.01	13:00:00	126360	126615	126205	126440	428342	1674485	5
2024.07.01	14:00:00	126435	126515	126300	126495	356378	1366264	5
2024.07.01	15:00:00	126495	126500	125960	126060	451882	1758452	5
2024.07.01	16:00:00	126060	126230	125905	126095	373482	1503138	5
2024.07.01	17:00:00	126100	126180	125965	126110	174779	718241	5
2024.07.01	18:00:00	126105	126180	125920	125920	45844	124336	5
2024.07.02	09:00:00	125700	126295	125545	126140	755632	2665389	5
2024.07.02	10:00:00	126145	126910	125975	126815	1134599	4405973	5
2024.07.02	11:00:00	126820	126950	126230	126520	881749	3289570	5
2024.07.02	12:00:00	126520	126675	126105	126235	481471	1798806	5
2024.07.02	13:00:00	126240	126250	125650	125825	484645	1834205	5
2024.07.02	14:00:00	125820	126155	125790	126035	353540	1306710	5
2024.07.02	15:00:00	126040	126445	126025	126365	314616	1190137	5
2024.07.02	16:00:00	126360	126515	126175	126420	372746	1436188	5
2024.07.02	17:00:00	126420	126500	126205	126355	183403	744303	5
2024.07.02	18:00:00	126360	126480	126330	126480	38175	109259	5
2024.07.03	09:00:00	126725	127120	126655	127010	612912	2090453	5
2024.07.03	10:00:00	127010	127885	126975	127465	976633	3712580	5
2024.07.03	11:00:00	127465	128000	127465	127710	750996	2830143	5
2024.07.03	12:00:00	127710	127890	127330	127830	509335	1969447	5
2024.07.03	13:00:00	127825	127975	127700	127840	368960	1469775	5
2024.07.03	14:00:00	127840	127845	127430	127560	284311	1142543	5
2024.07.03	15:00:00	127555	127760	127505	127670	227650	843017	5
2024.07.03	16:00:00	127670	127690	127060	127135	290129	1205477	5
2024.07.03	17:00:00	127135	127480	127075	127435	159200	671922	5
2024.07.03	18:00:00	127435	127600	127380	127600	36489	103187	5
2024.07.04	09:00:00	128000	128240	127720	128055	691305	2209727	5
2024.07.04	10:00:00	128060	128065	127560	127615	893930	3057794	5
2024.07.04	11:00:00	127615	127815	127370	127450	717770	2641977	5
2024.07.04	12:00:00	127450	127805	127405	127690	358699	1341211	5
2024.07.04	13:00:00	127695	127720	127425	127665	284907	1092243	5
2024.07.04	14:00:00	127670	127730	127470	127580	257775	1071705	5
2024.07.04	15:00:00	127580	127630	127375	127440	201994	819568	5
2024.07.04	16:00:00	127445	127645	127400	127445	202655	815457	5
2024.07.04	17:00:00	127440	127600	127435	127505	89964	364871	5
2024.07.04	18:00:00	127505	127550	127475	127535	28012	83300	5
2024.07.05	09:00:00	127600	128235	127200	127545	935588	3057780	5
2024.07.05	10:00:00	127545	127955	126760	127085	1103050	4143350	5
2024.07.05	11:00:00	127080	127335	126910	127155	619889	2279128	5
2024.07.05	12:00:00	127155	127535	127115	127380	389228	1484850	5
2024.07.05	13:00:00	127385	127640	127165	127335	347259	1317497	5
2024.07.05	14:00:00	127340	127500	127095	127475	324232	1213026	5
2024.07.05	15:00:00	127475	127530	127105	127455	320417	1221417	5
2024.07.05	16:00:00	127455	127640	127340	127585	250939	969458	5
2024.07.05	17:00:00	127580	127620	127445	127570	110692	461118	5
2024.07.05	18:00:00	127565	127800	127545	127760	29172	88494	5
2024.07.08	09:00:00	127600	127700	127220	127370	615076	2072422	5
2024.07.08	10:00:00	127365	127560	126790	127520	1061590	3812054	5
2024.07.08	11:00:00	127525	127680	126820	126895	825322	2775470	5
2024.07.08	12:00:00	126900	127550	126835	127515	615323	2047936	5
2024.07.08	13:00:00	127515	127675	127355	127395	411338	1406948	5
2024.07.08	14:00:00	127390	127845	127305	127760	393415	1378972	5
2024.07.08	15:00:00	127760	127810	127470	127620	337691	1163024	5
2024.07.08	16:00:00	127620	127730	127465	127640	266192	913390	5
2024.07.08	17:00:00	127640	127790	127570	127745	146307	548584	5
2024.07.08	18:00:00	127755	127775	127640	127680	35587	106508	5
2024.07.09	09:00:00	127675	127725	127150	127400	675276	2221512	5
2024.07.09	10:00:00	127400	127900	127110	127770	1135302	4090331	5
2024.07.09	11:00:00	127765	128070	127535	127980	708233	2552595	5
2024.07.09	12:00:00	127975	128275	127720	128250	526292	2005134	5
2024.07.09	13:00:00	128250	128415	128195	128345	391273	1562670	5
2024.07.09	14:00:00	128350	128535	128245	128335	356277	1446105	5
2024.07.09	15:00:00	128340	128425	128245	128295	259614	972797	5
2024.07.09	16:00:00	128290	128415	128185	128370	273430	1145994	5
2024.07.09	17:00:00	128370	128420	128295	128380	127658	570294	5
2024.07.09	18:00:00	128385	128600	128380	128475	66967	198353	5
2024.07.10	09:00:00	128625	129045	128420	128785	836218	2736316	5
2024.07.10	10:00:00	128790	128990	128230	128265	1090202	3719854	5
2024.07.10	11:00:00	128260	128535	128100	128280	740944	2607030	5
2024.07.10	12:00:00	128285	128450	128240	128335	381965	1368416	5
2024.07.10	13:00:00	128330	128525	128085	128140	396624	1508384	5
2024.07.10	14:00:00	128135	128360	128060	128315	407505	1516183	5
2024.07.10	15:00:00	128315	128530	128185	128345	330957	1264513	5
2024.07.10	16:00:00	128340	128475	128290	128390	264953	1012172	5
2024.07.10	17:00:00	128390	128460	128170	128285	173965	742132	5
2024.07.10	18:00:00	128285	128330	128150	128160	35500	123205	5
2024.07.11	09:00:00	128400	129200	128325	128795	851746	2843265	5
2024.07.11	10:00:00	128795	129470	128770	129200	1090071	3881639	5
2024.07.11	11:00:00	129200	129385	128865	129235	860101	3087016	5
2024.07.11	12:00:00	129240	129420	129110	129270	487443	1744177	5
2024.07.11	13:00:00	129270	129355	129110	129195	313207	1139634	5
2024.07.11	14:00:00	129195	129410	129105	129275	334649	1232468	5
2024.07.11	15:00:00	129270	129395	129100	129350	280874	1062432	5
2024.07.11	16:00:00	129355	129515	129275	129450	227378	906261	5
2024.07.11	17:00:00	129445	129445	129310	129385	136424	557135	5
2024.07.11	18:00:00	129385	129515	129380	129470	46086	125882	5
2024.07.12	09:00:00	129420	129700	129305	129445	739091	2422211	5
2024.07.12	10:00:00	129445	129715	129065	129610	1159746	4357303	5
2024.07.12	11:00:00	129610	129870	129480	129635	630279	2347865	5
2024.07.12	12:00:00	129635	129815	129525	129625	300246	1150984	5
2024.07.12	13:00:00	129620	130040	129520	130005	369009	1452126	5
2024.07.12	14:00:00	130005	130150	129910	130120	284499	1129113	5
2024.07.12	15:00:00	130120	130145	129925	130090	269915	1133610	5
2024.07.12	16:00:00	130090	130135	129950	130025	220172	954807	5
2024.07.12	17:00:00	130025	130055	129910	129990	122138	499383	5
2024.07.12	18:00:00	129985	130135	129955	130130	37146	105705	5
2024.07.15	09:00:00	129950	130200	129780	130065	559978	1773962	5
2024.07.15	10:00:00	130060	130340	129750	129995	940575	3308298	5
2024.07.15	11:00:00	129995	130320	129870	130170	648044	2395270	5
2024.07.15	12:00:00	130175	130415	130015	130360	446067	1678926	5
2024.07.15	13:00:00	130360	130530	130205	130310	400800	1483405	5
2024.07.15	14:00:00	130310	130455	130200	130305	346688	1293611	5
2024.07.15	15:00:00	130305	130570	130225	130550	294074	1186877	5
2024.07.15	16:00:00	130550	130560	130385	130425	194669	804194	5
2024.07.15	17:00:00	130425	130490	130370	130480	95583	388727	5
2024.07.15	18:00:00	130485	130570	130455	130535	45019	133206	5
2024.07.16	09:00:00	130200	130565	130130	130195	673972	2256608	5
2024.07.16	10:00:00	130195	130565	130115	130260	912224	3359176	5
2024.07.16	11:00:00	130255	130345	130055	130300	625096	2346941	5
2024.07.16	12:00:00	130300	130415	129840	129905	515796	1981730	5
2024.07.16	13:00:00	129905	130090	129730	129955	427087	1661916	5
2024.07.16	14:00:00	129955	130265	129870	130135	369030	1473350	5
2024.07.16	15:00:00	130135	130380	129985	130050	320547	1303894	5
2024.07.16	16:00:00	130045	130195	130000	130150	216747	898966	5
2024.07.16	17:00:00	130150	130280	130140	130250	93613	394090	5
2024.07.16	18:00:00	130250	130345	130230	130335	32399	92676	5
2024.07.17	09:00:00	129980	130130	129790	130045	545445	1885397	5
2024.07.17	10:00:00	130045	130360	129670	130235	984613	3517588	5
2024.07.17	11:00:00	130235	130525	129900	130365	692442	2559842	5
2024.07.17	12:00:00	130360	130595	130240	130330	388466	1471436	5
2024.07.17	13:00:00	130325	130430	130135	130415	310133	1205541	5
2024.07.17	14:00:00	130415	130580	130295	130390	349227	1292844	5
2024.07.17	15:00:00	130395	130575	130295	130475	287315	1093190	5
2024.07.17	16:00:00	130470	130525	130370	130375	205693	886094	5
2024.07.17	17:00:00	130375	130480	130295	130445	132778	542571	5
2024.07.17	18:00:00	130450	130475	130265	130315	36573	107285	5
2024.07.18	09:00:00	130225	130465	129935	129965	536196	1813732	5
2024.07.18	10:00:00	129965	130110	129485	129610	994046	3402089	5
2024.07.18	11:00:00	129610	129685	129145	129210	749887	2765807	5
2024.07.18	12:00:00	129205	129310	129040	129145	390951	1472662	5
2024.07.18	13:00:00	129140	129205	128865	128960	367693	1430253	5
2024.07.18	14:00:00	128965	128965	128735	128840	304840	1169778	5
2024.07.18	15:00:00	128840	128850	128485	128620	411803	1694557	5
2024.07.18	16:00:00	128615	128630	128380	128460	278278	1185989	5
2024.07.18	17:00:00	128465	129095	128440	128940	273528	1207715	5
2024.07.18	18:00:00	128940	129250	128905	129250	96616	278276	5
2024.07.19	09:00:00	129040	129355	128530	128685	440608	1436790	5
2024.07.19	10:00:00	128685	129280	128610	129000	585960	1869305	5
2024.07.19	11:00:00	129000	129225	128625	128790	381835	1241239	5
2024.07.19	12:00:00	128795	128895	128475	128700	308322	1188899	5
2024.07.19	13:00:00	128695	128780	128615	128730	211731	858520	5
2024.07.19	14:00:00	128735	128880	128575	128740	274191	1139725	5
2024.07.19	15:00:00	128740	128745	128245	128280	329743	1380852	5
2024.07.19	16:00:00	128280	128470	128265	128435	232692	989489	5
2024.07.19	17:00:00	128435	128495	128305	128340	111701	516156	5
2024.07.19	18:00:00	128335	128345	127900	127900	67256	180916	5
2024.07.22	09:00:00	128400	128595	128135	128360	645324	1992278	5
2024.07.22	10:00:00	128360	128690	128180	128295	880476	3042321	5
2024.07.22	11:00:00	128290	128860	128210	128845	643797	2398166	5
2024.07.22	12:00:00	128840	128910	128460	128825	419554	1660630	5
2024.07.22	13:00:00	128825	128900	128700	128850	258952	1007213	5
2024.07.22	14:00:00	128855	128950	128790	128835	229401	942372	5
2024.07.22	15:00:00	128830	128875	128635	128710	239653	980016	5
2024.07.22	16:00:00	128705	128785	128600	128725	194399	816690	5
2024.07.22	17:00:00	128725	128765	128655	128730	85726	369373	5
2024.07.22	18:00:00	128730	128845	128710	128795	31543	95723	5
2024.07.23	09:00:00	128465	128505	128195	128260	507662	1785287	5
2024.07.23	10:00:00	128255	128275	127635	127775	783080	3087422	5
2024.07.23	11:00:00	127775	127995	127685	127760	604625	2399098	5
2024.07.23	12:00:00	127760	127945	127655	127755	322664	1298743	5
2024.07.23	13:00:00	127755	127795	127525	127610	305531	1250976	5
2024.07.23	14:00:00	127615	127680	127340	127375	349118	1454561	5
2024.07.23	15:00:00	127380	127405	127265	127310	234549	1051530	5
2024.07.23	16:00:00	127310	127315	127210	127220	192647	878337	5
2024.07.23	17:00:00	127220	127300	126845	127085	144266	665576	5
2024.07.23	18:00:00	127080	127085	126700	126885	106339	269214	5
2024.07.24	09:00:00	127005	127165	126855	127090	445279	1573538	5
2024.07.24	10:00:00	127090	127355	126845	127045	852244	3313750	5
2024.07.24	11:00:00	127040	127420	126965	127395	573941	2218873	5
2024.07.24	12:00:00	127395	127475	127265	127280	303311	1184469	5
2024.07.24	13:00:00	127275	127380	127130	127230	270741	1096957	5
2024.07.24	14:00:00	127230	127375	127070	127090	256682	1071519	5
2024.07.24	15:00:00	127090	127110	126860	127065	354634	1548931	5
2024.07.24	16:00:00	127065	127235	126950	127145	266818	1202641	5
2024.07.24	17:00:00	127145	127305	127060	127275	110241	510614	5
2024.07.24	18:00:00	127270	127325	127205	127205	35475	121178	5
2024.07.25	09:00:00	126745	126780	126345	126640	656952	2231451	5
2024.07.25	10:00:00	126640	126845	126185	126445	826319	2972401	5
2024.07.25	11:00:00	126445	126700	126300	126575	591766	2146258	5
2024.07.25	12:00:00	126575	126695	126515	126615	286933	1109496	5
2024.07.25	13:00:00	126610	126840	126405	126785	309983	1182844	5
2024.07.25	14:00:00	126785	126875	126535	126785	317775	1232157	5
2024.07.25	15:00:00	126785	126825	126465	126565	330258	1281421	5
2024.07.25	16:00:00	126560	126725	126555	126590	218306	853987	5
2024.07.25	17:00:00	126590	126675	126510	126600	125856	509595	5
2024.07.25	18:00:00	126600	126615	126540	126600	16199	62373	5
2024.07.26	09:00:00	127100	127100	126685	126860	477057	1647781	5
2024.07.26	10:00:00	126860	126915	126600	126830	653532	2402814	5
2024.07.26	11:00:00	126830	127210	126760	127115	622067	2349520	5
2024.07.26	12:00:00	127110	127495	127110	127465	365660	1448946	5
2024.07.26	13:00:00	127465	127820	127455	127790	276236	1135725	5
2024.07.26	14:00:00	127790	127990	127755	127895	307444	1288396	5
2024.07.26	15:00:00	127890	128300	127875	128070	373322	1613727	5
2024.07.26	16:00:00	128065	128250	127995	128170	244952	1106322	5
2024.07.26	17:00:00	128175	128240	128115	128215	100919	507279	5
2024.07.26	18:00:00	128215	128375	128175	128230	41469	156514	5
2024.07.29	09:00:00	128115	128320	127905	128075	459894	1608633	5
2024.07.29	10:00:00	128080	128185	127430	127495	744019	2928404	5
2024.07.29	11:00:00	127495	127555	127140	127205	461585	1865412	5
2024.07.29	12:00:00	127205	127305	127120	127270	293375	1230621	5
2024.07.29	13:00:00	127270	127465	127230	127370	253892	1072066	5
2024.07.29	14:00:00	127370	127560	127225	127495	287145	1199051	5
2024.07.29	15:00:00	127495	127550	127360	127490	237000	966863	5
2024.07.29	16:00:00	127495	127645	127440	127600	215531	956631	5
2024.07.29	17:00:00	127595	127740	127515	127690	130722	600843	5
2024.07.29	18:00:00	127690	127830	127675	127795	30404	121814	5
2024.07.30	09:00:00	127520	127665	126965	127000	452973	1682719	5
2024.07.30	10:00:00	127005	127105	126720	126860	612241	2396938	5
2024.07.30	11:00:00	126860	127065	126675	126890	573652	2256406	5
2024.07.30	12:00:00	126890	126900	126605	126645	324707	1338831	5
2024.07.30	13:00:00	126645	126775	126540	126555	228099	928838	5
2024.07.30	14:00:00	126560	126650	126425	126630	317360	1292550	5
2024.07.30	15:00:00	126630	126755	126605	126735	194614	799490	5
2024.07.30	16:00:00	126735	126885	126705	126800	178257	813735	5
2024.07.30	17:00:00	126795	126875	126630	126870	190982	872297	5
2024.07.30	18:00:00	126865	126975	126825	126910	38115	135546	5
2024.07.31	09:00:00	127400	127640	127055	127290	534235	1855365	5
2024.07.31	10:00:00	127290	128050	127180	127610	790904	3003786	5
2024.07.31	11:00:00	127615	127930	127585	127665	416327	1650554	5
2024.07.31	12:00:00	127670	127865	127620	127790	230751	911114	5
2024.07.31	13:00:00	127790	128240	127780	128175	277340	1167624	5
2024.07.31	14:00:00	128175	128235	127865	127945	238657	1013613	5
2024.07.31	15:00:00	127945	128270	127735	128210	450985	1777764	5
2024.07.31	16:00:00	128210	128295	127765	127990	448210	1895392	5
2024.07.31	17:00:00	127985	128240	127980	128195	148269	640149	5
2024.07.31	18:00:00	128195	128225	128005	128105	32961	106426	5
2024.08.01	09:00:00	127980	128635	127715	128555	592322	2055318	5
2024.08.01	10:00:00	128560	129100	128520	129040	669720	2690095	5
2024.08.01	11:00:00	129040	129325	128635	128655	613639	2452357	5
2024.08.01	12:00:00	128660	128675	128140	128150	445037	1916302	5
2024.08.01	13:00:00	128145	128270	127840	127980	462164	1871039	5
2024.08.01	14:00:00	127980	128200	127850	128085	341764	1372207	5
2024.08.01	15:00:00	128085	128105	127525	127550	369169	1500806	5
2024.08.01	16:00:00	127545	127915	127515	127775	288853	1156977	5
2024.08.01	17:00:00	127775	127870	127585	127685	194536	804750	5
2024.08.01	18:00:00	127690	127750	127660	127710	29018	88466	5
2024.08.02	09:00:00	127315	127950	127100	127720	836922	2857650	5
2024.08.02	10:00:00	127720	128430	127120	127215	974467	3678593	5
2024.08.02	11:00:00	127210	127485	126655	126670	698793	2524364	5
2024.08.02	12:00:00	126665	126760	126430	126545	426923	1527198	5
2024.08.02	13:00:00	126545	126605	126310	126510	344331	1201574	5
2024.08.02	14:00:00	126515	126670	126270	126375	358891	1272145	5
2024.08.02	15:00:00	126375	126540	126250	126300	311031	1109250	5
2024.08.02	16:00:00	126300	126455	126090	126220	324863	1168564	5
2024.08.02	17:00:00	126220	126455	126205	126270	144988	579097	5
2024.08.02	18:00:00	126265	126775	126230	126775	43748	127077	5
2024.08.05	09:00:00	123790	124080	123130	123390	1048128	3180907	5
2024.08.05	10:00:00	123390	124400	123290	124300	1163999	3954270	5
2024.08.05	11:00:00	124300	124875	123980	124580	827358	2845989	5
2024.08.05	12:00:00	124575	125145	124350	124855	558104	2046823	5
2024.08.05	13:00:00	124850	125265	124830	125030	414095	1574419	5
2024.08.05	14:00:00	125035	125610	125010	125305	494800	1911556	5
2024.08.05	15:00:00	125305	125480	125070	125200	378200	1403584	5
2024.08.05	16:00:00	125205	125545	125165	125535	295994	1066805	5
2024.08.05	17:00:00	125540	125955	125320	125895	215225	841203	5
2024.08.05	18:00:00	125900	126585	125890	126105	74179	194607	5
2024.08.06	09:00:00	126050	126055	125345	125520	690527	2289064	5
2024.08.06	10:00:00	125520	126030	125470	125815	1153791	3921209	5
2024.08.06	11:00:00	125810	125995	125505	125525	754032	2603851	5
2024.08.06	12:00:00	125525	126040	125515	126000	475803	1673631	5
2024.08.06	13:00:00	126005	126465	126005	126300	451145	1688412	5
2024.08.06	14:00:00	126300	126770	126255	126610	379773	1452391	5
2024.08.06	15:00:00	126605	127240	126585	126985	412101	1661166	5
2024.08.06	16:00:00	126985	126990	126335	126340	449380	1786951	5
2024.08.06	17:00:00	126335	126475	126025	126185	224441	922443	5
2024.08.06	18:00:00	126180	126245	126110	126230	59559	153640	5
2024.08.07	09:00:00	126900	127640	126705	127360	663140	2241807	5
2024.08.07	10:00:00	127365	127660	127055	127560	1062729	3555903	5
2024.08.07	11:00:00	127565	127565	126915	127170	741707	2560303	5
2024.08.07	12:00:00	127170	127420	127015	127410	451424	1587628	5
